,Unnamed: 0.1,Unnamed: 0.1.1,hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw
64,64,64,4403.99.00.50,4,Of western red alder (Alnus rubra),Alnus rubra,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of western red alder (Alnus rubra) ],sap wood;alnus rubra;strip;rough;western red;squared;red alder;bark,beech;quercus spp;fagus spp;paint;preservative;stain;poles;post;oak;pile;coniferous;pulpwood;creosote;tropical wood
65,65,65,4403.99.00.55,4,Of cherry (Prunus spp.),Prunus spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of cherry (Prunus spp.) ],sap wood;cherry;strip;rough;squared;prunus spp;bark,beech;quercus spp;fagus spp;paint;preservative;stain;poles;post;oak;pile;coniferous;pulpwood;creosote;tropical wood
66,66,66,4403.99.00.60,4,Of maple (Acer spp.),Acer spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of maple (Acer spp.) ],sap wood;acer spp;strip;rough;maple;squared;bark,beech;quercus spp;fagus spp;paint;preservative;stain;poles;post;oak;pile;coniferous;pulpwood;creosote;tropical wood
67,67,67,4403.99.00.65,4,Of yellow poplar (Liriodendron tulipifera),Liriodendron tulipifera,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of yellow poplar (Liriodendron tulipifera) ],sap wood;strip;rough;squared;yellow poplar;liriodendron tulipifera;bark,beech;quercus spp;fagus spp;paint;preservative;stain;poles;post;oak;pile;coniferous;pulpwood;creosote;tropical wood
68,68,68,4403.99.00.67,4,Of other poplar; of aspen or cottonwood,,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of other poplar; of aspen or cottonwood ],sap wood;aspen;strip;rough;poplar;squared;cottonwood;bark,beech;quercus spp;fagus spp;paint;preservative;stain;poles;post;oak;pile;coniferous;pulpwood;creosote;tropical wood
69,69,69,4403.99.00.70,4,Of walnut (Juglans spp.),Juglans spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of walnut (Juglans spp.) ],sap wood;strip;rough;juglans spp;squared;bark;walnut,beech;quercus spp;fagus spp;paint;preservative;stain;poles;post;oak;pile;coniferous;pulpwood;creosote;tropical wood
70,70,70,4403.99.00.75,4,Of paulownia (Paulownia spp.),Paulownia spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of paulownia (Paulownia spp.) ],sap wood;strip;rough;paulownia spp;squared;bark,beech;quercus spp;fagus spp;paint;preservative;stain;poles;post;oak;pile;coniferous;pulpwood;creosote;tropical wood
71,71,71,4403.99.00.95,4,Other,,[ [ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ ![ Of paulownia (Paulownia spp.) ] && ![ Of walnut (Juglans spp.) ] && ![ Of other poplar; of aspen or cottonwood ] && ![ Of yellow poplar (Liriodendron tulipifera) ] && ![ Of maple (Acer spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of western red alder (Alnus rubra) ] && ![ Of ash (Fraxinus spp.) ] && ![ Of birch (Betula spp.) ] ] ],sap wood;strip;rough;squared;bark,birch;maple;fraxinus spp;stain;western red;yellow poplar;prunus spp;beech;post;walnut;aspen;tropical wood;acer spp;cherry;preservative;poles;paulownia spp;red alder;ash;liriodendron tulipifera;coniferous;juglans spp;creosote;quercus spp;alnus rubra;fagus spp;poplar;oak;cottonwood;paint;betula spp;pile;pulpwood
72,72,72,4404,0,Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ],picket;walking;manufacture;umbrella;suitable;chipwood;tool;hoopwood;wooden stick;pile;stake;wood;point;split pole;like,
73,73,73,4404.10.00,1,Coniferous,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ],picket;coniferous;walking;manufacture;umbrella;suitable;chipwood;tool;hoopwood;wooden stick;pile;stake;wood;point;split pole;like,
74,74,74,4404.10.00.40,2,Fence pickets &&  palings && rails,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ] && [ Fence pickets &&  palings && rails ],picket;coniferous;walking;manufacture;umbrella;suitable;chipwood;tool;hoopwood;wooden stick;rail;fence picket;pile;stake;wood;point;split pole;paling;like,
75,75,75,4404.10.00.80,2,Poles &&  piles && posts,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ] && [ Poles &&  piles && posts ],picket;coniferous;walking;manufacture;umbrella;suitable;chipwood;tool;hoopwood;wooden stick;poles;pile;stake;wood;point;split pole;like;post,
76,76,76,4404.10.00.90,2,Other,,[ [ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ] && [ ![ Poles &&  piles && posts ] && ![ Fence pickets &&  palings && rails ] ] ],picket;coniferous;walking;manufacture;umbrella;suitable;chipwood;tool;hoopwood;wooden stick;pile;stake;wood;point;split pole;like,poles;fence picket;pile;paling;rail;post
77,77,77,4404.20.00,1,Nonconiferous,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ],picket;walking;manufacture;umbrella;suitable;chipwood;tool;hoopwood;wooden stick;pile;stake;wood;point;split pole;nonconiferous;like,
78,78,78,4404.20.00.40,2,Fence pickets &&  palings && rails,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ] && [ Fence pickets &&  palings && rails ],picket;walking;manufacture;umbrella;suitable;chipwood;tool;hoopwood;wooden stick;rail;fence picket;pile;stake;wood;point;split pole;nonconiferous;like;paling,
79,79,79,4404.20.00.80,2,Poles &&  piles && posts,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ] && [ Poles &&  piles && posts ],picket;walking;manufacture;umbrella;suitable;chipwood;tool;hoopwood;wooden stick;poles;pile;stake;wood;point;split pole;nonconiferous;like;post,
80,80,80,4404.20.00.90,2,Other,,[ [ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ] && [ ![ Poles &&  piles && posts ] && ![ Fence pickets &&  palings && rails ] ] ],picket;walking;manufacture;umbrella;suitable;chipwood;tool;hoopwood;wooden stick;pile;stake;wood;point;split pole;nonconiferous;like,poles;fence picket;pile;paling;rail;post
81,81,81,4405.00.00.00,0,Wood wool (excelsior); wood flour,,[ Wood wool (excelsior); wood flour ],excelsior;wood flour;wood wool,
82,82,82,4406,0,Railway or tramway sleepers (cross-ties) of wood,,[ Railway or tramway sleepers (cross-ties) of wood ],railway;tramway sleeper;wood;tie;cross,
83,83,83,4406.10.00.00,1,Not impregnated,,[ Railway or tramway sleepers (cross-ties) of wood ] && [ Not impregnated ],railway;tramway sleeper;wood;tie;cross,
84,84,84,4406.90.00.00,1,Other,,[ [ Railway or tramway sleepers (cross-ties) of wood ] && [ ![ Not impregnated ] ] ],railway;tramway sleeper;wood;tie;cross,
85,85,85,4407,0,Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm,,[ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ],slice;sand;chip;end;wood sawn;peel;thickness;jointed;mm,
86,86,86,4407.10.01,1,Coniferous,,[ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ],slice;sand;chip;end;wood sawn;peel;thickness;jointed;coniferous;mm,
87,87,87,4407.10.01.01,2,Finger-jointed,,[ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ Finger-jointed ],slice;sand;chip;end;wood sawn;peel;thickness;finger;jointed;coniferous;mm,
88,88,88,,2,Other,,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ],slice;sand;chip;end;wood sawn;peel;thickness;jointed;coniferous;mm,finger;jointed
89,89,89,4407.10.01.02,3,Treated with paint &&  stain &&  creosote &&  or other preservative,,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Treated with paint &&  stain &&  creosote &&  or other preservative ],slice;sand;chip;end;wood sawn;paint;preservative;peel;thickness;stain;jointed;coniferous;creosote;mm,finger;jointed
90,90,90,,3,Not treated,,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ],slice;sand;chip;end;wood sawn;peel;thickness;jointed;coniferous;mm,finger;jointed
91,91,91,4407.10.01.15,4,"Mixtures of spruce &&  pine &&  && fir (""S-P-F"")",,"[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ]",slice;sand;fir;chip;spruce;end;wood sawn;peel;thickness;jointed;pine;coniferous;mixtures;mm,finger;jointed
92,92,92,4407.10.01.16,4,"Mixtures of western hemlock && amabilis fir (""hem-fir"")",,"[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ Mixtures of western hemlock && amabilis fir (""hem-fir"") ]",slice;sand;amabili fir;chip;end;wood sawn;peel;thickness;mixture;jointed;hem;coniferous;western hemlock;mm,finger;jointed
93,93,93,,4,Other,,"[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ ![ Mixtures of western hemlock && amabilis fir (""hem-fir"") ] && ![ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ] ] ]",slice;sand;chip;end;wood sawn;peel;thickness;jointed;coniferous;mm,amabili fir;fir;spruce;finger;mixture;jointed;pine;hem;mixtures;western hemlock
94,94,94,,5,Sitka spruce (Picea sitchensis),Picea sitchensis,"[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ ![ Mixtures of western hemlock && amabilis fir (""hem-fir"") ] && ![ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ] ] ] && [ Sitka spruce (Picea sitchensis) ]",slice;sand;chip;end;wood sawn;sitka spruce;peel;thickness;picea sitchensis;jointed;coniferous;mm,amabili fir;fir;spruce;finger;mixture;jointed;pine;hem;mixtures;western hemlock
95,95,95,4407.10.01.17,6,Rough,Picea sitchensis,"[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ ![ Mixtures of western hemlock && amabilis fir (""hem-fir"") ] && ![ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ] ] ] && [ Sitka spruce (Picea sitchensis) ] && [ Rough ]",slice;sand;chip;end;wood sawn;sitka spruce;rough;peel;thickness;picea sitchensis;jointed;coniferous;mm,amabili fir;fir;spruce;finger;mixture;jointed;pine;hem;mixtures;western hemlock
96,96,96,4407.10.01.18,6,Other,Picea sitchensis,"[ [ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ ![ Mixtures of western hemlock && amabilis fir (""hem-fir"") ] && ![ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ] ] ] && [ Sitka spruce (Picea sitchensis) ] && [ ![ Rough ] ] ]",slice;sand;chip;end;wood sawn;sitka spruce;peel;thickness;picea sitchensis;jointed;coniferous;mm,amabili fir;fir;spruce;rough;finger;mixture;jointed;pine;hem;mixtures;western hemlock
97,97,97,,5,Other spruce,,"[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ ![ Mixtures of western hemlock && amabilis fir (""hem-fir"") ] && ![ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ] ] ] && [ Other spruce ]",slice;sand;chip;spruce;end;wood sawn;peel;thickness;jointed;coniferous;mm,amabili fir;fir;spruce;finger;mixture;jointed;pine;hem;mixtures;western hemlock
