hs_code,Indent,Description,sc_names,full_desc,pos_kw,neg_kw,hscode_6
4403.99.00.55,4,Of cherry (Prunus spp.),Prunus spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of cherry (Prunus spp.) ],Prunus spp;squared;strip;rough;sap wood;bark,pulpwood;creosote;post;beech;tropical wood;coniferous;paint;Fagus spp;Poles;preservative;Quercus spp;oak;pile,440399
4403.99.00.60,4,Of maple (Acer spp.),Acer spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of maple (Acer spp.) ],maple;Acer spp;squared;strip;rough;sap wood;bark,pulpwood;creosote;post;beech;tropical wood;coniferous;paint;Fagus spp;Poles;preservative;Quercus spp;oak;pile,440399
4403.99.00.65,4,Of yellow poplar (Liriodendron tulipifera),Liriodendron tulipifera,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of yellow poplar (Liriodendron tulipifera) ],yellow poplar;squared;strip;rough;sap wood;bark;Liriodendron tulipifera,pulpwood;creosote;post;beech;tropical wood;coniferous;paint;Fagus spp;Poles;preservative;Quercus spp;oak;pile,440399
4403.99.00.67,4,Of other poplar; of aspen or cottonwood,,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of other poplar; of aspen or cottonwood ],poplar;squared;aspen;strip;rough;sap wood;bark;cottonwood,pulpwood;creosote;post;beech;tropical wood;coniferous;paint;Fagus spp;Poles;preservative;Quercus spp;oak;pile,440399
4403.99.00.70,4,Of walnut (Juglans spp.),Juglans spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of walnut (Juglans spp.) ],walnut;squared;strip;rough;Juglans spp;sap wood;bark,pulpwood;creosote;post;beech;tropical wood;coniferous;paint;Fagus spp;Poles;preservative;Quercus spp;oak;pile,440399
4403.99.00.75,4,Of paulownia (Paulownia spp.),Paulownia spp.,[ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ Of paulownia (Paulownia spp.) ],Paulownia spp;paulownia;squared;strip;rough;sap wood;bark,pulpwood;creosote;post;beech;tropical wood;coniferous;paint;Fagus spp;Poles;preservative;Quercus spp;oak;pile,440399
4403.99.00.95,4,Other,,[ [ [ [ [ Wood in the rough &&  whether or not stripped of bark or sap- wood &&  or roughly squared ] && [ ![ Other &&  of tropical wood ] && ![ Other &&  coniferous ] && ![ Treated with paint &&  stain &&  creosote or other preservatives ] ] ] && [ ![ Of beech (Fagus spp.) ] && ![ Of oak (Quercus spp.) ] ] ] && [ ![ Poles &&  piles && posts ] && ![ Pulpwood ] ] ] && [ ![ Of paulownia (Paulownia spp.) ] && ![ Of walnut (Juglans spp.) ] && ![ Of other poplar; of aspen or cottonwood ] && ![ Of yellow poplar (Liriodendron tulipifera) ] && ![ Of maple (Acer spp.) ] && ![ Of cherry (Prunus spp.) ] && ![ Of western red alder (Alnus rubra) ] && ![ Of ash (Fraxinus spp.) ] && ![ Of birch (Betula spp.) ] ] ],squared;strip;rough;sap wood;bark,pulpwood;paulownia;beech;Prunus spp;birch;red alder;oak;Betula spp;maple;coniferous;ash;Juglans spp;cottonwood;tropical wood;western red;Fagus spp;walnut;Quercus spp;Alnus rubra;pile;Paulownia spp;creosote;post;poplar;paint;Acer spp;Poles;preservative;yellow poplar;aspen;Fraxinus spp;Liriodendron tulipifera,440399
4404,0,Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ],wood;like;sawn;manufacture;bent;suitable;picket;pole;wooden stick;stake;Hoopwood;point;trim;pile;walking;tool;work;umbrella;chipwood,,4404
4404.10.00,1,Coniferous,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ],wood;like;sawn;manufacture;bent;suitable;picket;pole;wooden stick;stake;Hoopwood;point;trim;pile;walking;tool;work;umbrella;Coniferous;chipwood,,440410
4404.10.00.40,2,Fence pickets &&  palings && rails,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ] && [ Fence pickets &&  palings && rails ],rail;sawn;bent;pole;wooden stick;Hoopwood;point;tool;trim;Coniferous;umbrella;picket;stake;pile;work;chipwood;wood;manufacture;Fence picket;suitable;walking;like,,440410
4404.10.00.80,2,Poles &&  piles && posts,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ] && [ Poles &&  piles && posts ],sawn;bent;pole;wooden stick;Hoopwood;point;tool;trim;Coniferous;umbrella;picket;stake;pile;work;chipwood;wood;post;manufacture;Poles;suitable;walking;like,,440410
4404.10.00.90,2,Other,,[ [ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Coniferous ] && [ ![ Poles &&  piles && posts ] && ![ Fence pickets &&  palings && rails ] ] ],wood;like;sawn;manufacture;bent;suitable;picket;pole;wooden stick;stake;Hoopwood;point;trim;pile;walking;tool;work;umbrella;Coniferous;chipwood,post;rail;Poles;pile;fence picket,440410
4404.20.00,1,Nonconiferous,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ],wood;like;sawn;manufacture;bent;Nonconiferous;suitable;picket;pole;wooden stick;stake;Hoopwood;point;trim;pile;walking;tool;work;umbrella;chipwood,,440420
4404.20.00.40,2,Fence pickets &&  palings && rails,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ] && [ Fence pickets &&  palings && rails ],rail;sawn;bent;pole;wooden stick;Hoopwood;point;tool;trim;umbrella;picket;stake;pile;work;chipwood;wood;manufacture;Fence picket;Nonconiferous;suitable;walking;like,,440420
4404.20.00.80,2,Poles &&  piles && posts,,[ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ] && [ Poles &&  piles && posts ],sawn;bent;pole;wooden stick;Hoopwood;point;tool;trim;umbrella;picket;stake;pile;work;chipwood;wood;post;manufacture;Nonconiferous;Poles;suitable;walking;like,,440420
4404.20.00.90,2,Other,,[ [ Hoopwood; split poles; piles &&  pickets && stakes of wood &&  pointed but not sawn lengthwise; wooden sticks &&  roughly trimmed but not turned &&  bent or otherwise worked &&  suitable for the manufacture of walking-sticks &&  umbrellas &&  tool handles or the like; chipwood && the like ] && [ Nonconiferous ] && [ ![ Poles &&  piles && posts ] && ![ Fence pickets &&  palings && rails ] ] ],wood;like;sawn;manufacture;bent;Nonconiferous;suitable;picket;pole;wooden stick;stake;Hoopwood;point;trim;pile;walking;tool;work;umbrella;chipwood,post;rail;Poles;pile;fence picket,440420
4405.00.00.00,0,Wood wool (excelsior); wood flour,,[ Wood wool (excelsior); wood flour ],excelsior;wood flour;wood wool,,440500
4406,0,Railway or tramway sleepers (cross-ties) of wood,,[ Railway or tramway sleepers (cross-ties) of wood ],wood;tie;railway;cross;tramway sleeper,,4406
4406.10.00.00,1,Not impregnated,,[ Railway or tramway sleepers (cross-ties) of wood ] && [ Not impregnated ],wood;tie;railway;cross;tramway sleeper,,440610
4406.90.00.00,1,Other,,[ [ Railway or tramway sleepers (cross-ties) of wood ] && [ ![ Not impregnated ] ] ],wood;tie;railway;cross;tramway sleeper,,440690
4407,0,Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm,,[ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ],end;chip;plane;peel;thickness;jointed;wood sawn;mm;sand;slice,,4407
4407.10.01,1,Coniferous,,[ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ],end;chip;plane;peel;thickness;jointed;wood sawn;mm;Coniferous;sand;slice,,440710
4407.10.01.01,2,Finger-jointed,,[ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ Finger-jointed ],end;chip;plane;peel;thickness;finger;jointed;wood sawn;joint;mm;Coniferous;sand;slice,,440710
,2,Other,,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ],end;chip;plane;peel;thickness;jointed;wood sawn;mm;Coniferous;sand;slice,joint;finger,
4407.10.01.02,3,Treated with paint &&  stain &&  creosote &&  or other preservative,,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Treated with paint &&  stain &&  creosote &&  or other preservative ],end;creosote;chip;plane;peel;thickness;paint;preservative;jointed;wood sawn;mm;Coniferous;sand;slice,joint;finger,440710
,3,Not treated,,[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ],end;chip;plane;peel;thickness;jointed;wood sawn;mm;Coniferous;sand;slice,joint;finger,
4407.10.01.15,4,"Mixtures of spruce &&  pine &&  && fir (""S-P-F"")",,"[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ]",end;chip;plane;peel;thickness;mixture;spruce;pine;jointed;wood sawn;fir;mm;Coniferous;sand;slice,joint;finger,440710
4407.10.01.16,4,"Mixtures of western hemlock && amabilis fir (""hem-fir"")",,"[ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ Mixtures of western hemlock && amabilis fir (""hem-fir"") ]",end;chip;plane;peel;thickness;mixture;jointed;wood sawn;hem;mm;amabilis fir;Coniferous;western hemlock;sand;slice,joint;finger,440710
,4,Other,,"[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ ![ Mixtures of western hemlock && amabilis fir (""hem-fir"") ] && ![ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ] ] ]",end;chip;plane;peel;thickness;jointed;wood sawn;mm;Coniferous;sand;slice,mixture;spruce;joint;finger;hem;pine;fir;amabilis fir;western hemlock,
,5,Sitka spruce (Picea sitchensis),Picea sitchensis,"[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ ![ Mixtures of western hemlock && amabilis fir (""hem-fir"") ] && ![ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ] ] ] && [ Sitka spruce (Picea sitchensis) ]",end;chip;plane;peel;thickness;Sitka spruce;jointed;wood sawn;mm;Picea sitchensis;Coniferous;sand;slice,mixture;spruce;joint;finger;hem;pine;fir;amabilis fir;western hemlock,
4407.10.01.17,6,Rough,,"[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ ![ Mixtures of western hemlock && amabilis fir (""hem-fir"") ] && ![ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ] ] ] && [ Sitka spruce (Picea sitchensis) ] && [ Rough ]",end;chip;plane;peel;thickness;Sitka spruce;jointed;wood sawn;mm;Picea sitchensis;Coniferous;rough;sand;slice,mixture;spruce;joint;finger;hem;pine;fir;amabilis fir;western hemlock,440710
4407.10.01.18,6,Other,,"[ [ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ ![ Mixtures of western hemlock && amabilis fir (""hem-fir"") ] && ![ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ] ] ] && [ Sitka spruce (Picea sitchensis) ] && [ ![ Rough ] ] ]",end;chip;plane;peel;thickness;Sitka spruce;jointed;wood sawn;mm;Picea sitchensis;Coniferous;sand;slice,Rough;mixture;spruce;joint;finger;hem;pine;fir;amabilis fir;western hemlock,440710
,5,Other spruce,,"[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ ![ Mixtures of western hemlock && amabilis fir (""hem-fir"") ] && ![ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ] ] ] && [ Other spruce ]",end;chip;plane;peel;thickness;spruce;jointed;wood sawn;mm;Coniferous;sand;slice,mixture;spruce;joint;finger;hem;pine;fir;amabilis fir;western hemlock,
4407.10.01.19,6,Rough,,"[ [ [ Wood sawn or chipped lengthwise &&  sliced or peeled &&  whether or not planed &&  sanded or end-jointed &&  of a thickness exceeding 6 mm ] && [ Coniferous ] && [ ![ Finger-jointed ] ] ] && [ Not treated ] && [ ![ Mixtures of western hemlock && amabilis fir (""hem-fir"") ] && ![ Mixtures of spruce &&  pine &&  && fir (""S-P-F"") ] ] ] && [ Other spruce ] && [ Rough ]",end;chip;plane;peel;thickness;spruce;jointed;wood sawn;mm;Coniferous;rough;sand;slice,mixture;spruce;joint;finger;hem;pine;fir;amabilis fir;western hemlock,440710
