,genus,species,common_name,range_state
614,Platymiscium,pleiostachyum,Jacaranda do brejo;Cristobal granadillo,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE
615,Platymiscium,trinitatis,Granadillo;Jacaranda do Brejo;Macacauba;Guayacan trebol;Trebol;Coyote;Cristobal;Granadillo;Granadillo;Granadillo;Cumaseba;Roble;Trebol,BZ;BR;CO;CR;SV;HN;MX;PE;VE
616,Platymiscium,ulei,Granadillo;Jacaranda do Brejo;Macacauba;Guayacan trebol;Trebol;Coyote;Cristobal;Granadillo;Granadillo;Granadillo;Cumaseba;Roble;Trebol,BZ;BR;CO;CR;SV;HN;MX;PE;VE
617,Platymiscium,,Trebol,BZ;BR;CO;CR;SV;HN;MX;PE;VE
618,Poga,oleosa,Ngale;Afo;Ovoga;Inoi;Ovoga,CM;GA;NG
619,Pometia,,Kasai,PG;MM;PH;VN;FR;ES;GB
620,Pouteria,pachycarpa,Abiu Casca;Abiurana;Abiurana Amarela;Abiurana Goiaba;Goiabao;Goyabao;Goiabao,BR
621,Pouteria,speciosa,Pajura;Pajura de Obidos;Chuya;Durban Pine;Por;Suya;Suya,BR;GY
622,Pouteria,superba,Mukali;Kali;M’Boul;Mukali;N’Kali;Aningueri blanc;Aniegre;Kararo;Muna;Mukangu;Landojan;Osan;Tutu;Aningré-Tanganyika Nuss;Tanganyika Nuss;Aningeria;Aningré;Aniégré,AO;CF;CG;CI;ET;KE;NG;UG;CD;DE;IT;GB
623,Pouteria,,Platano,
624,Prioria,copaifera,Cativo;Trementino;Amasamujer;Copachu;Cativo;Camibar;Cativo;Muramo;Curucai;Cativo,CO;CR;PA;VE
625,Protium,,Kurokaï,BO;BR;CO;EC;GF;GY;PE;SR;VE
626,Prunus,africana,Red Stinkwood;Bitter almond;Mueri,GB
627,Pseudobombax,ellipticum,Amapola,
628,Pseudosindora,palustris,Krakas;Sindur;Sepetir;Meketil;Saputi;Sepeteh;Petir;Petir-Sepetir Pay;Swamp-Sepetir;Sepetir Nin-Yaki;Supa;Krathon;Maka-Tea;Sepetir,KH;ID;MY;PH;TH
629,Ptaeroxylon,obliquum,Paco,
630,Pteleopsis,hylodendron,Sikon;Koframire;Osanga;Osanga,CM;CI;CD
631,Pterocarpus,africanus,Goni;Guenin;Pau Sangue;Ven;Pau Sangue;Goni;Ven;Vene;Vene;Ven;Vene;Vene,BF;GQ;GN;GW;ML;NG;SN
632,Pterocarpus,angolensis,Muninga,
633,Pterocarpus,erinaceus,Goni;Guenin;Pau Sangue;Ven;Pau Sangue;Goni;Ven;Vene;Vene;Ven;Vene;Vene,BF;GQ;GN;GW;ML;NG;SN
634,Pterocarpus,indicus,Andaman-Padauk;Sena;Sonokembang;Linggua;Angsana;Amboina;Sena;Pashu-Padauk;Png-Rosewood;Manila-Padouk;Narra;Vitali;Amboine;Amboyna;Padouk;Amboine;Amboyna;Padouk;Amboyna;Padouk;Karin;Padauk Amboyna,IN;ID;MY;MM;PG;PH;FR;DE;GB;JP
635,Pterocarpus,officinalis,Lagunero;Pallo de Poyo;Sangre;Sangre de Drago;Sangrillo;Mangle-médaille;Mangle-rivière Palétuvier;Sang-dragon;Blood-wood;Dragon's-blood;Drago,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE;FR;GB
636,Pterocarpus,osun,Tacula;Mbel;Kisese;Palo rojo;Mbel;Osun;Padouk;Mongola;Mukula;N’Gula;Padauk;Corail;Paduk;Padoek;African Padauk;Barwood;Camwood;Padauk;Padouk d’Afrique,AO;CM;CG;GQ;GA;NG;CF;CD;DE;BE;IT;NL;GB
637,Pterocarpus,soyauxii,Tacula;Mbel;Kisese;Palo rojo;Mbel;Osun;Padouk;Mongola;Mukula;N’Gula;Padauk;Corail;Paduk;Padoek;African Padauk;Barwood;Camwood;Padauk;Padouk d’Afrique,AO;CM;CG;GQ;GA;NG;CF;CD;DE;BE;IT;NL;GB
638,Pterocarpus,tinctorius,Tacula;Mbel;Kisese;Palo rojo;Mbel;Osun;Padouk;Mongola;Mukula;N’Gula;Padauk;Corail;Paduk;Padoek;African Padauk;Barwood;Camwood;Padauk;Padouk d’Afrique,AO;CM;CG;GQ;GA;NG;CF;CD;DE;BE;IT;NL;GB
639,Pterocarpus,vidalianus,Andaman-Padauk;Sena;Sonokembang;Linggua;Angsana;Amboina;Sena;Pashu-Padauk;Png-Rosewood;Manila-Padouk;Narra;Vitali;Amboine;Amboyna;Padouk;Amboine;Amboyna;Padouk;Amboyna;Padouk;Karin;Padauk Amboyna,IN;ID;MY;MM;PG;PH;FR;DE;GB;JP
640,Pterocymbium,beccarii,Kelumbuk;Papita;Melembu;Teluto;Keluak;Sawbya;Taluto;Oi-chang;Po-ikeng;Po-kradang;Amberoi,ID;MY;MM;PH;TH
641,Pterygopodium,oxyphyllum,Tola Chinfuta;Nom Sinedon;Kitola;Tchitola;Akwakwa;Tshibudimbu;Emola;M'Babou;Lolagbola;Tchitola,AO;CM;CG;CD;GA;NG
642,Pterygota,bequaertii,Kakende;Koto;Ake;Kyere;Awari;Kefe;Poroposo;Ikame;Anatolia;African Pterygota;Pterygota;Koto,CF;CI;GA;GH;NG;CD;DE;GB
643,Pterygota,macrocarpa,Kakende;Koto;Ake;Kyere;Awari;Kefe;Poroposo;Ikame;Anatolia;African Pterygota;Pterygota;Koto,CF;CI;GA;GH;NG;CD;DE;GB
644,Pterygota,,Koto,CF;CI;GA;GH;NG;CD;DE;GB
645,Pycnanthus,angolensis,Ilomba;Eteng;Ilomba;Walélé;Calabo;Eteng;Otié;Akomu;Kpoyéi;Lolako;Lejonclo;Ilomba,AO;CM;CG;CI;GQ;GA;GH;NG;SL;CD
646,Pycnanthus,kombo,Ilomba;Eteng;Ilomba;Walélé;Calabo;Eteng;Otié;Akomu;Kpoyéi;Lolako;Lejonclo;Ilomba,AO;CM;CG;CI;GQ;GA;GH;NG;SL;CD
647,Pygeum,africanum,Red Stinkwood;Bitter almond;Mueri,GB
648,Qualea,,Mandio­queira,BR;GF;SR;VE
649,Rapanea,rhododendroides,Mugaita,
650,Rhamnus,zeyheri,Pink Ivory;Pau rosapau,GB
651,Rhodognaphalon,brevicuspe,Kpatin Dehun;Ovong;N’Demo;Kondroti;Alone;Ogumalanga;Bombax;Meguza;Mungusa;Awori;Mfume;East African Bombax;Kondroti,BJ;CM;CG;CI;GA;GH;MZ;NG;TZ;GB
652,Rhodognaphalon,schumannianum,Kpatin Dehun;Ovong;N’Demo;Kondroti;Alone;Ogumalanga;Bombax;Meguza;Mungusa;Awori;Mfume;East African Bombax;Kondroti,BJ;CM;CG;CI;GA;GH;MZ;NG;TZ;GB
653,Ricinodendron,africanum,Muawa;Erimado;Erimado;Erimado;Muawa;Erimado;African Nut Tree;African Wood;African Wood-Oil Nut Tree;Cork Wood;Essessang,BJ;CG;CI;GH;MZ;TG;GB
654,Ricinodendron,heudelotii,Muawa;Erimado;Erimado;Erimado;Muawa;Erimado;African Nut Tree;African Wood;African Wood-Oil Nut Tree;Cork Wood;Essessang,BJ;CG;CI;GH;MZ;TG;GB
655,Ricinodendron,rautanenii,Muawa;Erimado;Erimado;Erimado;Muawa;Erimado;African Nut Tree;African Wood;African Wood-Oil Nut Tree;Cork Wood;Essessang,BJ;CG;CI;GH;MZ;TG;GB
656,Ricinodendron,,Essessang,BJ;CG;CI;GH;MZ;TG;GB
657,Sabal,mauritiiformis,Catarata;Palma Amarga;Palma de Guagara;Palma de Vaca;Palmiche;Guágara,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE
658,Sacoglottis,gabonensis,Bedwa;Bidou;Bodoua;Edoue;Eloue;Niuka;Akouapo;Tougbi;Essoua;Ozouga;Ozouga;Atala;Tala;Ugu;Kpowuli;Ozouga,CM;CG;CI;GA;GH;NG;SL
659,Santalum,album,Indian Sandalwood;Santal Blanc;Sandalwood,BN;KH;TL;ID;LA;MY;MM;PH;SG;TH;VN
660,Santiria,,Kedondong,IN;ID;MY;PH;TH;VN
661,Sarcocephalus,diderrichii,Engolo;Opepe;Akondoc;Kilu;Linzi;Mokesse;N’Gulu-Maza;Badi;Bonkingu;N’Gulu-Maza;Aloma;Kusia;Bilinga;Opepe;Bundui;Kilingi;Aloma;Opepe;Bilinga,AO;BJ;CM;CF;CG;CI;CD;GQ;GH;GA;NG;SL;UG;DE;GB
662,Sarcocephalus,xanthoxylon,Engolo;Opepe;Akondoc;Kilu;Linzi;Mokesse;N’Gulu-Maza;Badi;Bonkingu;N’Gulu-Maza;Aloma;Kusia;Bilinga;Opepe;Bundui;Kilingi;Aloma;Opepe;Bilinga,AO;BJ;CM;CF;CG;CI;CD;GQ;GH;GA;NG;SL;UG;DE;GB
663,Scaphium,,Kembang semangkok,MY;MM;TH
664,Schefflera,morototoni,Ambayguazu;Mandioqueira;Yarumero;Yagrumo Macho;Yagrumo Macho;Chancaro Blanco;Yagrumo Macho;Kasavehout;Morototo;Tinajero;Morototo,AR;BR;CO;CU;DO;MX;PR;SR;VE
665,Schinus,molle,Arveira;Pimienta;Pirul;Poivre Rosé;California Pepper Tree;Chilean Pepper Tree;Mastic Tree;Molle;Pepper Berry Tree;Pepper Tree;Peruvian Mastic;Peruvian Pepper Tree;Pink Pepper;Weeping Pepper;Peruvian Pepper,AR;BO;BV;BR;CL;CO;EC;FK;GF;GY;PY;PE;GS;SR;UY;VE;FR;GB
666,Schizolobium,amazonicum,Pashaco;Pino Chuncho;Gavilan,
667,Scorodocarpus,borneensis,Bawang Hutan;Kulim,MY
668,Scorodophloeus,zenkeri,Divida,
669,Scottellia,coriacea,Ngobisolo;Kelembicho;Bilogh-Bi-Nkele;Koroko;Kruku;Korokon;Odoko;Odoko;Odoko;Odoko;Akossika,CM;CF;GA;GH;LR;NG;DE;IT;GB
670,Scottellia,,Akossika,CM;CF;GA;GH;LR;NG;DE;IT;GB
671,Scyphocephalium,mannii,Ossoko;Sogho;Ossoko,GA
672,Scyphocephalium,ochocoa,Ossoko;Sogho;Ossoko,GA
673,Scytopetalum,,Odzikouna,
674,Senna,siamea,Bombay Blackwood;Iron Wood;Kassod Tree;Siamese Senna;Thailand Shower;Yellow Cassia;Casse de Siam;Djohar,BN;KH;TL;ID;LA;MY;MM;PH;SG;TH;VN;FR
675,Shorea,acuminata,"Red Meranti;Engbang-Chenak;Almon;Meranti Rambai;Meranti Melanthi;Engkawang;Meranti Merah-Tua;Bataan;Binatoh;Meranti Kepong;Meranti Sengkawang;Nemesu;Seraya Batu;Meranti Daun Basar;Meranti Bukit;Meranti Langgang;Seraya Bukit;Saya Lueang;Meranti Bunga;Seraya Daun;Saya Khao;Chan Hoi;Obar Suluk;Red Lauan;Seraya Bunga;Dark Meranti;Dark Red Seraya;Tanguile;Meranti Ketung;Meranti Paya;Light Red Luan;Meranti Bunga Sengawan;Meranti, Light red;Kawang;Meranti, Dark red;Red Mertih;Meranti Merah-Muda;Damar Siput;Meranti-Hantu;Meranti Tengkawang;Meranti Tembaga;Seraya Punai",GB;ID;MY;PH;US;TH
676,Shorea,acuminatissima,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
677,Shorea,agami,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
678,Shorea,albida,"Red Meranti;Almon;Meranti Rambai;Alan-Paya;Meranti Melanthi;Engkawang;Alan;Meranti Kepong;Meranti Sengkawang;Seraya Batu;Meranti Langgang;Saya Lueang;Meranti Bunga;Saya Khao;Chan Hoi;Seraya Bunga;Selangan Merah;Meranti, Light red;Meraka;Meranti Paya;Light Red Luan;Kawang;Meranti Merah-Muda;Damar Siput;Meranti-Hantu;Red Selangan;Meranti Tengkawang;Alan-Batu;Meranti Tembaga;Seraya Punai",MY;ID;PH;TH
679,Shorea,argentea,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
680,Shorea,argentifolia,"Red Meranti;Engbang-Chenak;Almon;Meranti Rambai;Meranti Melanthi;Engkawang;Meranti Merah-Tua;Bataan;Binatoh;Meranti Kepong;Meranti Sengkawang;Nemesu;Seraya Batu;Meranti Daun Basar;Meranti Bukit;Meranti Langgang;Seraya Bukit;Saya Lueang;Meranti Bunga;Seraya Daun;Saya Khao;Chan Hoi;Obar Suluk;Red Lauan;Seraya Bunga;Dark Meranti;Dark Red Seraya;Tanguile;Meranti Ketung;Meranti Paya;Light Red Luan;Meranti Bunga Sengawan;Meranti, Light red;Kawang;Meranti, Dark red;Red Mertih;Meranti Merah-Muda;Damar Siput;Meranti-Hantu;Meranti Tengkawang;Meranti Tembaga;Seraya Punai",GB;ID;MY;PH;US;TH
681,Shorea,assamica,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
682,Shorea,atrinervosa,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
683,Shorea,balangeran,Sal;Membatu;Makata;Balau Merah;Benuas;Kumus;Damar Laut Merah;Selangan Batu Merah;Seri;Guijo;Sengkawan Darat;Malaykal;Red Balau;Semayur;Selangan Batu No.2;Yakal;Balau;Agelam;Chan;Balau Laut Merah;Selangan Batu;Balau red;Thitya;Balau Kumus;Ak;Chankhau;Bangkirai;Selangan Batu No. 1;Sengawan;Empenit-Meraka;Balau yellow;Belangeran;Brunas;Gisok;Seraya Sirup;Pooti;Damar laut;Selangan Batu No.1;Aek;Selangan batu;Kedawang;Balau Membatu;Red Selangan Batu;Pa-Yom Dong;Balau Simantok,GB;IN;ID;MY;DE;PH;MM;TH
684,Shorea,barbata,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
685,Shorea,blumutensis,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
686,Shorea,bracteolata,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
687,Shorea,ciliata,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
688,Shorea,collina,Belangeran;Balau Merah;Balau Laut Merah;Damar Laut Merah;Balau Membatu;Balau Merah;Red Selangan Batu;Membatu;Seri;Selangan Batu Merah;Seraya Sirup;Selangan Batu No. 1;Sengawan;Semayur;Empenit-Meraka;Guijo;Gisok;Makata;Chankhau;Red Balau;Red Balau;Balau red,ID;MY;PH;TH;DE;GB
689,Shorea,curtisii,"Red Meranti;Red Mertih;Meranti Ketung;Meranti Bunga;Meranti Merah-Tua;Nemesu;Meranti Bukit;Meranti Daun Basar;Dark Red Seraya;Obar Suluk;Seraya Bukit;Seraya Daun;Binatoh;Engbang-Chenak;Meranti Bunga Sengawan;Tanguile;Bataan;Red Lauan;Red Lauan;Dark Red Seraya;Dark Meranti;Meranti, Dark red",ID;MY;PH;GB;US
690,Shorea,dasyphylla,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
691,Shorea,dealbata,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
692,Shorea,dolichocarpa,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
693,Shorea,exelliptica,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
694,Shorea,faguetiana,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
695,Shorea,faguetioides,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
696,Shorea,farinosa,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
697,Shorea,foxworthyi,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
698,Shorea,gibbosa,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
699,Shorea,gisok,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
700,Shorea,glauca,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
701,Shorea,gratissima,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
702,Shorea,guiso,Belangeran;Balau Merah;Balau Laut Merah;Damar Laut Merah;Balau Membatu;Balau Merah;Red Selangan Batu;Membatu;Seri;Selangan Batu Merah;Seraya Sirup;Selangan Batu No. 1;Sengawan;Semayur;Empenit-Meraka;Guijo;Gisok;Makata;Chankhau;Red Balau;Red Balau;Balau red,ID;MY;PH;TH;DE;GB
703,Shorea,gysbertsiana,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
704,Shorea,hemsleyana,"Red Meranti;Engbang-Chenak;Almon;Meranti Rambai;Meranti Melanthi;Engkawang;Meranti Merah-Tua;Bataan;Binatoh;Meranti Kepong;Meranti Sengkawang;Nemesu;Seraya Batu;Meranti Daun Basar;Meranti Bukit;Meranti Langgang;Seraya Bukit;Saya Lueang;Meranti Bunga;Seraya Daun;Saya Khao;Chan Hoi;Obar Suluk;Red Lauan;Seraya Bunga;Dark Meranti;Dark Red Seraya;Tanguile;Meranti Ketung;Meranti Paya;Light Red Luan;Meranti Bunga Sengawan;Meranti, Light red;Kawang;Meranti, Dark red;Red Mertih;Meranti Merah-Muda;Damar Siput;Meranti-Hantu;Meranti Tengkawang;Meranti Tembaga;Seraya Punai",GB;ID;MY;PH;US;TH
705,Shorea,henryana,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
706,Shorea,hentonyensis,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
707,Shorea,hopeifolia,"Meranti Kuning;Kunyit;Damar Hitam;Meranti Telepok;Meranti Kelim;Yellow Meranti;Meranti Damar Hitam;Yellow Seraya;Seraya Kuning;Selangan Kuning;Selangan Kacha;Seraya Kuning;Lun Kuning;Lun Gajah;Lun Merat;Lun Siput;Kalo;Meranti, Yellow",ID;MY;TH
708,Shorea,hypochra,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
709,Shorea,inaequilateralis,Belangeran;Balau Merah;Balau Laut Merah;Damar Laut Merah;Balau Membatu;Balau Merah;Red Selangan Batu;Membatu;Seri;Selangan Batu Merah;Seraya Sirup;Selangan Batu No. 1;Sengawan;Semayur;Empenit-Meraka;Guijo;Gisok;Makata;Chankhau;Red Balau;Red Balau;Balau red,ID;MY;PH;TH;DE;GB
710,Shorea,johorensis,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
711,Shorea,kunstleri,Belangeran;Balau Merah;Balau Laut Merah;Damar Laut Merah;Balau Membatu;Balau Merah;Red Selangan Batu;Membatu;Seri;Selangan Batu Merah;Seraya Sirup;Selangan Batu No. 1;Sengawan;Semayur;Empenit-Meraka;Guijo;Gisok;Makata;Chankhau;Red Balau;Red Balau;Balau red,ID;MY;PH;TH;DE;GB
712,Shorea,laevifolia,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
713,Shorea,laevis,Sal;Bangkirai;Agelam;Benuas;Brunas;Selangan batu;Kumus;Kedawang;Pooti;Damar laut;Kumus;Sengkawan Darat;Balau Kumus;Balau Simantok;Selangan Batu No.1;Selangan Batu No.2;Thitya;Yakal;Gisok;Malaykal;Chan;Ak;Aek;Pa-Yom Dong;Balau;Balau;Selangan Batu;Balau yellow,IN;ID;MY;MM;PH;TH;DE;GB
714,Shorea,lamellata,"Lumber;Koki Phnom;Meranti Putih;Damar Puthi;Meranti Jerit;Meranti Lapis;Meranti Pa’ang;Kebon Tang;Meranti Temak;Melapi;White Meranti;Makai;White Lauan;White Meranti;Pendan;Pa Nong;Sual;Kabak Kau;Xen;Chai;Meranti, White",KH;ID;MY;MM;PH;TH;VN
715,Shorea,lepidota,"Red Meranti;Meranti Merah-Muda;Meranti Bunga;Damar Siput;Meranti-Hantu;Meranti Kepong;Meranti Langgang;Meranti Melanthi;Meranti Paya;Meranti Rambai;Meranti Tembaga;Meranti Tengkawang;Meranti Sengkawang;Engkawang;Seraya Batu;Seraya Punai;Seraya Bunga;Kawang;Almon;Light Red Luan;Saya Khao;Saya Lueang;Chan Hoi;Meranti, Light red",ID;MY;PH;TH
